Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,Sales per Item,Store ID
3098,Handbag,155.0,9/15/2021,1.2,Credit Card,77.0,1.0
3319,Leggings,155.0,6/6/2021,1.3,Debit Card,30.0,9.0
3543,Handbag,155.0,12/12/2022,2.8,Credit Card,33.0,4.0
3103,Handbag,155.0,12/21/2022,3.1,Credit Card,94.0,7.0
3088,Leggings,155.0,5/15/2023,3.4,Debit Card,41.0,4.0
4024,Handbag,155.0,10/21/2023,3.9,Online Payment,54.0,8.0
3199,Handbag,155.0,9/22/2022,4.6,Credit Card,85.0,4.0
4612,Leggings,155.0,6/26/2023,3.1,Debit Card,125.0,1.0
4222,Handbag,155.0,1/15/2020,1.8,Online Payment,82.0,5.0
4852,Handbag,155.0,9/19/2020,3.0,Cash,171.0,6.0
4861,Handbag,155.0,10/4/2021,4.4,Debit Card,36.0,5.0
4897,Leggings,155.0,7/16/2022,1.4,Online Payment,22.0,5.0
4293,Leggings,155.0,6/21/2022,4.8,Cash,92.0,10.0
3335,Handbag,155.0,1/2/2023,2.1,Credit Card,79.0,1.0
3613,Leggings,155.0,4/24/2022,2.6,Cash,46.0,6.0
4847,Handbag,155.0,9/21/2020,3.6,Online Payment,49.0,5.0
4801,Leggings,155.0,4/2/2019,2.9,Cash,94.0,9.0
4171,Handbag,155.0,12/20/2020,3.8,Debit Card,63.0,9.0
3359,Tunic,155.0,11/19/2021,4.7,Cash,110.0,10.0
4488,Wallet,155.0,12/9/2019,3.4,Credit Card,69.0,3.0
4765,Leggings,155.0,6/4/2021,2.0,Debit Card,68.0,8.0
4600,Wallet,155.0,2/19/2023,3.5,Cash,150.0,8.0
3577,Handbag,155.0,9/22/2023,4.7,Credit Card,128.0,3.0
4770,Tunic,155.0,4/18/2020,4.8,Debit Card,86.0,2.0
3298,Handbag,155.0,12/23/2023,1.7,Cash,63.0,7.0
4655,Handbag,155.0,11/27/2020,4.1,Debit Card,68.0,1.0
3288,Handbag,155.0,9/20/2023,1.2,Credit Card,52.0,2.0
3003,Handbag,155.0,11/12/2023,1.4,Online Payment,159.0,8.0
3636,Tunic,155.0,9/7/2021,3.5,Credit Card,79.0,2.0
4061,Handbag,155.0,12/22/2019,4.2,Credit Card,35.0,5.0
4024,Tunic,155.0,9/21/2019,1.1,Debit Card,28.0,6.0
3300,Leggings,155.0,5/19/2021,4.0,Credit Card,90.0,7.0
3451,Handbag,155.0,10/8/2022,3.1,Online Payment,38.0,4.0
4231,Leggings,155.0,7/2/2022,3.9,Debit Card,53.0,10.0
3378,Handbag,155.0,10/19/2020,2.9,Cash,87.0,4.0
3471,Tunic,155.0,9/20/2020,1.9,Debit Card,44.0,8.0
4601,Wallet,155.0,12/9/2021,2.2,Online Payment,18.0,8.0
4163,Wallet,155.0,12/1/2022,4.0,Credit Card,88.0,7.0
3926,Handbag,155.0,9/27/2020,4.3,Debit Card,126.0,1.0
3054,Handbag,155.0,12/14/2020,2.1,Online Payment,148.0,7.0
3464,Handbag,155.0,10/23/2023,2.1,Debit Card,27.0,2.0
4477,Wallet,155.0,1/25/2020,3.2,Credit Card,150.0,6.0
3041,Tunic,155.0,4/17/2022,2.1,Debit Card,40.0,6.0
3757,Leggings,155.0,7/7/2019,3.2,Cash,64.0,2.0
4136,Leggings,155.0,5/26/2019,2.3,Debit Card,116.0,2.0
3027,Tunic,155.0,4/25/2019,3.5,Online Payment,94.0,4.0
4007,Handbag,155.0,1/4/2023,1.3,Credit Card,32.0,3.0
3284,Handbag,155.0,2/7/2019,2.9,Debit Card,64.0,5.0
4748,Leggings,155.0,7/9/2023,1.3,Debit Card,59.0,9.0
4913,Wallet,155.0,12/15/2020,3.4,Debit Card,41.0,3.0
3038,Leggings,155.0,7/15/2022,1.2,Credit Card,27.0,9.0
4697,Tunic,155.0,5/19/2023,3.9,Online Payment,41.0,5.0
4894,Leggings,155.0,6/17/2021,3.5,Online Payment,73.0,2.0
4924,Tunic,155.0,10/7/2020,1.9,Debit Card,106.0,6.0
4269,Handbag,155.0,11/16/2022,4.4,Cash,140.0,3.0
3009,Wallet,155.0,12/21/2022,3.6,Cash,73.0,3.0
4442,Tunic,155.0,5/2/2020,2.8,Debit Card,99.0,7.0
3160,Leggings,155.0,3/14/2021,2.1,Online Payment,50.0,7.0
3522,Leggings,155.0,8/27/2023,1.2,Cash,55.0,6.0
3003,Tunic,155.0,4/1/2019,3.8,Cash,62.0,10.0
4492,Handbag,155.0,12/16/2022,2.8,Cash,83.0,5.0
3455,Leggings,155.0,3/23/2023,4.9,Cash,66.0,10.0
4083,Leggings,155.0,6/23/2020,1.9,Debit Card,36.0,7.0
3300,Handbag,155.0,12/1/2021,4.7,Debit Card,47.0,4.0
3377,Tunic,155.0,3/12/2022,4.0,Online Payment,71.0,10.0
3788,Wallet,155.0,1/6/2023,4.7,Online Payment,133.0,5.0
4019,Handbag,155.0,12/15/2021,1.1,Credit Card,81.0,1.0
4122,Handbag,155.0,12/6/2021,4.1,Cash,33.0,5.0
4213,Leggings,155.0,6/23/2022,4.0,Cash,56.0,4.0
3616,Handbag,155.0,9/24/2022,2.0,Credit Card,64.0,7.0
3814,Wallet,155.0,12/13/2020,1.2,Credit Card,146.0,7.0
4490,Leggings,155.0,5/3/2021,3.6,Debit Card,66.0,6.0
4729,Handbag,155.0,9/4/2023,3.2,Credit Card,79.0,1.0
4969,Tank Top,155.0,6/2/2023,1.2,Online Payment,27.0,1.0
3622,Tunic,155.0,10/13/2023,2.8,Online Payment,88.0,9.0
3048,Handbag,155.0,2/10/2020,2.6,Credit Card,173.0,3.0
4356,Wallet,155.0,12/22/2022,3.5,Debit Card,62.0,2.0
3484,Leggings,155.0,7/14/2023,2.4,Debit Card,70.0,6.0
3319,Tunic,155.0,5/14/2020,4.2,Online Payment,129.0,8.0
3151,Wallet,155.0,12/19/2021,2.8,Cash,55.0,7.0
4213,Tunic,155.0,3/3/2023,2.1,Credit Card,79.0,1.0
4156,Wallet,155.0,1/15/2020,2.4,Cash,137.0,2.0
3194,Handbag,155.0,9/17/2022,1.4,Cash,77.0,5.0
4409,Handbag,155.0,9/11/2019,2.9,Online Payment,20.0,4.0
4113,Handbag,155.0,12/26/2022,4.7,Cash,49.0,8.0
3193,Handbag,155.0,10/20/2022,2.3,Debit Card,38.0,2.0
4707,Tunic,155.0,10/17/2021,1.7,Debit Card,84.0,8.0
3186,Tunic,155.0,5/24/2021,3.1,Debit Card,81.0,9.0
4702,Handbag,155.0,2/21/2019,1.1,Credit Card,74.0,8.0
3095,Handbag,155.0,12/17/2021,4.5,Online Payment,104.0,6.0
3733,Leggings,155.0,3/14/2023,4.8,Cash,51.0,7.0
3934,Tunic,155.0,4/17/2023,1.3,Cash,88.0,8.0
4809,Leggings,155.0,3/13/2019,4.7,Credit Card,30.0,6.0
3446,Tank Top,155.0,8/25/2019,4.2,Credit Card,115.0,6.0
3522,Wallet,155.0,12/25/2020,2.2,Debit Card,47.0,4.0
3949,Tunic,155.0,3/18/2021,3.2,Cash,32.0,6.0
4622,Handbag,155.0,9/24/2019,3.4,Credit Card,55.0,9.0
4334,Tunic,155.0,9/26/2020,4.1,Debit Card,44.0,8.0
4134,Wallet,155.0,12/14/2022,2.3,Debit Card,139.0,6.0
4844,Wallet,155.0,2/5/2023,4.6,Debit Card,80.0,6.0
3765,Leggings,155.0,5/1/2023,2.6,Debit Card,58.0,7.0
3546,Tunic,155.0,4/4/2023,4.1,Online Payment,90.0,9.0
4812,Tunic,154.0,3/11/2023,2.7,Credit Card,59.0,7.0
4627,Leggings,154.0,5/27/2020,4.0,Credit Card,107.0,2.0
3171,Leggings,154.0,8/6/2022,5.0,Cash,96.0,5.0
4766,Wallet,154.0,1/5/2022,1.7,Debit Card,41.0,6.0
3057,Leggings,154.0,3/22/2023,4.6,Debit Card,87.0,7.0
4210,Tunic,154.0,3/16/2023,1.5,Credit Card,143.0,10.0
3256,Handbag,154.0,9/14/2020,3.3,Cash,154.0,4.0
4640,Handbag,154.0,10/4/2021,2.2,Credit Card,33.0,10.0
4493,Wallet,154.0,12/21/2019,4.9,Cash,55.0,1.0
4684,Wallet,154.0,12/16/2019,3.9,Cash,50.0,4.0
4345,Tunic,154.0,5/27/2021,2.1,Cash,91.0,4.0
3231,Tunic,154.0,9/10/2023,2.7,Online Payment,77.0,1.0
4734,Handbag,154.0,9/17/2019,1.9,Credit Card,74.0,6.0
4296,Tunic,154.0,9/21/2019,1.9,Online Payment,55.0,10.0
4467,Wallet,154.0,12/20/2022,1.6,Debit Card,130.0,8.0
4869,Leggings,154.0,3/26/2023,1.8,Cash,48.0,3.0
3109,Leggings,154.0,6/12/2020,2.3,Cash,53.0,7.0
4994,Tunic,154.0,5/7/2021,2.3,Cash,45.0,8.0
3482,Leggings,154.0,7/20/2022,1.3,Cash,77.0,10.0
3133,Tunic,154.0,4/23/2019,2.3,Debit Card,111.0,5.0
4890,Handbag,154.0,9/9/2019,3.3,Online Payment,91.0,9.0
4417,Tunic,154.0,4/22/2021,2.4,Debit Card,122.0,4.0
4083,Leggings,154.0,4/26/2021,2.3,Cash,92.0,1.0
3542,Wallet,154.0,1/14/2021,4.5,Credit Card,58.0,2.0
3128,Tank Top,154.0,6/18/2022,2.6,Credit Card,36.0,8.0
3108,Tunic,154.0,4/3/2019,4.2,Credit Card,52.0,1.0
4675,Tunic,154.0,9/17/2022,2.0,Online Payment,69.0,10.0
3490,Leggings,154.0,3/16/2019,1.0,Online Payment,41.0,7.0
4074,Tunic,154.0,11/1/2021,2.5,Online Payment,27.0,3.0
3630,Leggings,154.0,4/17/2021,1.8,Cash,106.0,8.0
3266,Tunic,154.0,3/19/2022,3.0,Debit Card,49.0,8.0
3091,Tank Top,154.0,6/15/2019,3.1,Cash,91.0,2.0
3119,Handbag,154.0,9/25/2020,4.5,Cash,122.0,5.0
3077,Leggings,154.0,4/26/2021,1.4,Credit Card,70.0,5.0
3674,Handbag,154.0,12/15/2022,2.5,Cash,46.0,4.0
3023,Handbag,154.0,10/3/2019,1.3,Cash,44.0,5.0
4742,Wallet,154.0,12/18/2020,2.0,Debit Card,48.0,2.0
4310,Leggings,154.0,4/19/2021,3.8,Debit Card,21.0,9.0
3101,Tunic,154.0,4/21/2023,1.5,Credit Card,95.0,8.0
4572,Leggings,154.0,3/20/2020,1.6,Cash,94.0,9.0
3573,Handbag,154.0,9/5/2019,2.0,Debit Card,70.0,3.0
3492,Tunic,154.0,4/14/2020,3.3,Cash,71.0,1.0
4793,Handbag,154.0,10/16/2020,4.3,Credit Card,83.0,1.0
3078,Handbag,154.0,10/10/2023,2.4,Debit Card,99.0,5.0
3825,Tunic,154.0,5/2/2021,1.6,Debit Card,64.0,6.0
4649,Tunic,154.0,9/26/2022,1.6,Credit Card,38.0,9.0
3638,Handbag,154.0,9/26/2019,1.0,Cash,64.0,6.0
3837,Leggings,154.0,6/22/2023,3.0,Credit Card,26.0,6.0
3240,Tunic,154.0,9/27/2023,1.9,Credit Card,110.0,10.0
4433,Tunic,154.0,10/11/2019,1.9,Debit Card,47.0,7.0
3556,Tunic,154.0,3/28/2020,1.8,Online Payment,44.0,7.0
4537,Tunic,154.0,5/2/2023,1.2,Online Payment,23.0,1.0
3293,Handbag,154.0,12/12/2023,3.4,Cash,107.0,10.0
4326,Wallet,154.0,12/4/2019,1.6,Online Payment,32.0,2.0
3730,Tunic,154.0,5/18/2021,3.9,Credit Card,100.0,5.0
3840,Tunic,154.0,5/5/2019,1.6,Debit Card,89.0,9.0
4291,Handbag,154.0,12/14/2020,4.0,Debit Card,37.0,10.0
4701,Handbag,154.0,2/1/2022,3.8,Online Payment,87.0,3.0
3332,Tunic,154.0,5/14/2020,3.3,Debit Card,71.0,5.0
4930,Leggings,154.0,3/21/2022,4.3,Credit Card,52.0,1.0
3177,Leggings,154.0,6/4/2022,4.7,Online Payment,32.0,7.0
3550,Wallet,154.0,12/2/2020,3.8,Credit Card,52.0,3.0
4603,Handbag,154.0,1/7/2020,2.4,Online Payment,148.0,7.0
4114,Handbag,154.0,9/26/2023,2.4,Credit Card,155.0,6.0
3944,Handbag,154.0,12/6/2019,4.3,Cash,197.0,7.0
3800,Leggings,154.0,4/18/2021,3.2,Debit Card,66.0,9.0
4070,Leggings,154.0,5/27/2023,4.0,Online Payment,60.0,7.0
4174,Leggings,154.0,7/8/2023,2.1,Credit Card,32.0,8.0
4023,Leggings,154.0,6/5/2019,1.9,Credit Card,110.0,6.0
3138,Leggings,154.0,7/19/2020,3.7,Cash,38.0,2.0
4644,Leggings,154.0,4/3/2019,4.5,Debit Card,86.0,2.0
3195,Tank Top,154.0,7/6/2019,4.0,Cash,34.0,6.0
3979,Leggings,154.0,7/15/2019,1.1,Cash,78.0,10.0
3378,Tunic,154.0,4/19/2022,1.9,Debit Card,71.0,6.0
3127,Wallet,154.0,12/16/2020,4.5,Cash,20.0,3.0
3197,Wallet,154.0,12/18/2020,1.8,Debit Card,77.0,6.0
3391,Leggings,154.0,7/3/2021,1.4,Credit Card,61.0,7.0
4898,Handbag,154.0,12/6/2023,3.4,Cash,28.0,1.0
4024,Tunic,154.0,4/12/2020,1.4,Debit Card,50.0,7.0
3238,Leggings,154.0,5/6/2021,4.2,Online Payment,44.0,1.0
3250,Tunic,154.0,10/2/2022,3.9,Debit Card,98.0,8.0
3063,Handbag,154.0,2/1/2023,1.5,Cash,168.0,9.0
4959,Leggings,154.0,7/11/2021,1.2,Cash,26.0,6.0
4488,Wallet,154.0,2/22/2023,3.2,Debit Card,125.0,5.0
3550,Leggings,154.0,3/23/2023,4.6,Credit Card,24.0,7.0
3160,Leggings,154.0,6/1/2019,3.5,Credit Card,65.0,9.0
4174,Handbag,154.0,9/15/2020,4.5,Debit Card,139.0,1.0
3925,Leggings,154.0,4/19/2019,2.7,Debit Card,57.0,7.0
3508,Handbag,154.0,10/11/2021,4.7,Online Payment,46.0,5.0
3494,Handbag,154.0,12/6/2022,2.9,Credit Card,154.0,2.0
4162,Tunic,154.0,3/28/2022,1.5,Credit Card,105.0,1.0
4045,Leggings,154.0,6/5/2022,1.2,Credit Card,99.0,2.0
4527,Handbag,154.0,12/8/2022,3.0,Credit Card,42.0,10.0
3377,Tunic,154.0,4/16/2023,5.0,Cash,69.0,3.0
3711,Leggings,154.0,5/12/2023,2.1,Online Payment,76.0,10.0
3685,Wallet,154.0,12/4/2020,4.3,Cash,59.0,7.0
3091,Leggings,154.0,5/28/2020,1.3,Debit Card,76.0,8.0
3685,Tunic,154.0,10/3/2022,2.7,Online Payment,43.0,6.0
4882,Handbag,154.0,12/11/2023,3.8,Online Payment,128.0,6.0
3733,Leggings,154.0,7/8/2021,1.8,Online Payment,57.0,1.0
3121,Handbag,154.0,2/2/2020,1.8,Debit Card,165.0,6.0
4226,Leggings,154.0,5/3/2020,1.8,Debit Card,113.0,6.0
4746,Leggings,154.0,5/22/2021,4.0,Credit Card,91.0,6.0
3743,Leggings,154.0,6/20/2023,1.8,Credit Card,68.0,1.0
4215,Handbag,154.0,12/11/2023,4.2,Cash,120.0,8.0
3268,Leggings,154.0,5/25/2021,1.4,Online Payment,48.0,4.0
4067,Handbag,154.0,12/27/2020,2.8,Credit Card,110.0,4.0
3009,Handbag,154.0,11/1/2023,3.7,Credit Card,45.0,2.0
3503,Tunic,154.0,4/13/2019,4.7,Debit Card,72.0,6.0
4133,Tank Top,154.0,8/3/2020,3.2,Online Payment,68.0,1.0
3130,Handbag,154.0,9/15/2020,1.1,Cash,67.0,9.0
3588,Wallet,154.0,12/3/2021,4.4,Online Payment,37.0,4.0
3263,Tank Top,154.0,8/7/2022,3.8,Online Payment,50.0,6.0
4536,Handbag,154.0,10/10/2022,1.4,Online Payment,80.0,10.0
4945,Handbag,154.0,12/12/2023,2.9,Online Payment,60.0,1.0
4047,Blazer,154.0,6/1/2023,1.7,Cash,,
4023,Sunglasses,154.0,2/9/2023,2.4,Credit Card,,
4042,Wallet,154.0,8/31/2023,2.9,Credit Card,,
4114,Swimsuit,154.0,4/2/2023,2.3,Credit Card,,
3966,Vest,154.0,5/4/2023,4.5,Cash,,
4010,Hat,154.0,5/26/2023,1.6,Credit Card,,
4100,Sunglasses,154.0,8/15/2023,3.3,Credit Card,,
4064,Sandals,154.0,10/8/2022,2.7,Cash,,
4122,Pajamas,154.0,8/14/2023,1.8,Credit Card,,
4088,Hat,154.0,5/21/2023,4.9,Cash,,
4087,Swimsuit,154.0,8/20/2023,4.2,Cash,,
4116,Jumpsuit,154.0,2/6/2023,2.2,Cash,,
3974,Pajamas,154.0,12/18/2022,1.3,Cash,,
4019,Shorts,154.0,9/30/2023,4.9,Cash,,
4037,Tunic,154.0,1/7/2023,4.2,Credit Card,,
4113,Sweater,154.0,12/17/2022,4.6,Cash,,
4111,Flannel Shirt,154.0,7/4/2023,2.5,Credit Card,,
4111,Loafers,154.0,12/22/2022,1.4,Credit Card,,
3978,Backpack,154.0,2/18/2023,2.6,Credit Card,,
3986,Belt,154.0,5/27/2023,1.7,Cash,,
3980,Handbag,154.0,12/13/2022,3.7,Credit Card,,
3982,Dress,154.0,4/25/2023,3.9,Cash,,
4121,Pants,154.0,6/7/2023,,Credit Card,,
4036,Onesie,154.0,11/21/2022,3.8,Credit Card,,
4091,Vest,154.0,10/15/2022,4.0,Credit Card,,
4111,Vest,154.0,1/28/2023,1.1,Credit Card,,
3571,Tunic,154.0,9/19/2020,1.8,Credit Card,105.0,10.0
4497,Leggings,154.0,6/3/2023,5.0,Cash,93.0,3.0
3070,Tunic,154.0,4/4/2019,1.8,Online Payment,46.0,6.0
3066,Handbag,154.0,9/18/2023,2.5,Online Payment,123.0,4.0
4336,Handbag,154.0,10/7/2022,1.6,Online Payment,92.0,3.0
3331,Leggings,154.0,7/25/2023,1.6,Cash,85.0,7.0
4455,Tunic,154.0,5/24/2022,3.6,Credit Card,61.0,9.0
3727,Handbag,154.0,9/20/2023,4.3,Debit Card,35.0,1.0
4212,Tunic,154.0,9/20/2020,2.1,Credit Card,105.0,8.0
3500,Tunic,154.0,3/4/2021,1.5,Cash,31.0,2.0
3157,Handbag,154.0,11/24/2022,3.1,Debit Card,54.0,3.0
3510,Handbag,154.0,12/22/2022,1.4,Cash,157.0,9.0
3471,Leggings,154.0,7/25/2021,2.2,Debit Card,92.0,7.0
3731,Leggings,154.0,4/13/2019,4.3,Cash,87.0,10.0
4835,Wallet,154.0,2/16/2020,3.8,Online Payment,55.0,7.0
3201,Leggings,154.0,8/21/2021,3.1,Cash,40.0,6.0
4943,Handbag,154.0,10/4/2022,2.5,Credit Card,47.0,10.0
3197,Wallet,154.0,2/28/2020,1.1,Debit Card,126.0,5.0
4804,Leggings,154.0,7/6/2020,3.2,Credit Card,70.0,1.0
3074,Wallet,154.0,12/10/2022,4.5,Online Payment,175.0,9.0
3817,Tunic,154.0,4/17/2023,4.0,Online Payment,19.0,9.0
3760,Handbag,154.0,12/26/2020,2.2,Credit Card,41.0,1.0
4859,Leggings,154.0,8/13/2020,2.9,Cash,36.0,7.0
3007,Tank Top,154.0,8/1/2020,1.4,Credit Card,56.0,8.0
3622,Tank Top,154.0,8/21/2021,3.4,Credit Card,19.0,10.0
3162,Tank Top,154.0,7/8/2022,3.1,Debit Card,48.0,7.0
3674,Tunic,154.0,4/27/2023,3.2,Cash,144.0,9.0
4317,Tunic,154.0,9/21/2021,3.9,Debit Card,37.0,9.0
4794,Tunic,154.0,4/2/2023,1.6,Cash,60.0,10.0
3135,Handbag,154.0,2/1/2019,3.5,Online Payment,93.0,8.0
4505,Tunic,154.0,9/27/2020,3.6,Cash,124.0,2.0
3037,Wallet,154.0,1/23/2021,1.6,Cash,65.0,8.0
3236,Wallet,154.0,12/17/2023,3.8,Credit Card,22.0,3.0
3050,Wallet,154.0,12/25/2020,4.8,Debit Card,31.0,1.0
4571,Handbag,154.0,9/21/2020,4.3,Cash,104.0,5.0
3031,Handbag,154.0,2/7/2021,1.8,Debit Card,202.0,3.0
4943,Tunic,154.0,11/28/2021,3.7,Credit Card,67.0,6.0
3406,Leggings,154.0,4/25/2023,3.2,Cash,43.0,1.0
4566,Wallet,154.0,1/1/2020,4.6,Credit Card,34.0,1.0
3612,Tank Top,154.0,7/21/2020,4.9,Debit Card,72.0,5.0
3016,Wallet,154.0,2/1/2020,4.9,Credit Card,78.0,7.0
4188,Handbag,154.0,1/24/2021,2.6,Cash,125.0,7.0
4052,Tunic,154.0,11/24/2020,2.1,Online Payment,29.0,4.0
3869,Leggings,154.0,6/26/2022,2.4,Credit Card,39.0,9.0
4654,Tank Top,154.0,6/5/2021,4.2,Cash,106.0,7.0
3026,Tunic,154.0,3/6/2022,4.1,Online Payment,79.0,9.0
3632,Handbag,154.0,9/8/2021,3.7,Debit Card,164.0,1.0
4139,Handbag,154.0,10/24/2023,4.9,Credit Card,130.0,1.0
4056,Handbag,154.0,2/26/2020,3.1,Cash,87.0,9.0
3590,Wallet,154.0,2/19/2023,3.6,Credit Card,45.0,1.0
3677,Leggings,154.0,7/3/2023,3.3,Credit Card,74.0,7.0
3656,Leggings,154.0,5/9/2019,2.6,Online Payment,36.0,7.0
3301,Tunic,154.0,11/2/2020,2.5,Online Payment,27.0,4.0
3665,Wallet,154.0,12/18/2019,4.2,Debit Card,109.0,9.0
3083,Leggings,154.0,8/13/2021,4.0,Online Payment,99.0,5.0
3122,Wallet,154.0,2/26/2022,4.0,Online Payment,70.0,6.0
3517,Handbag,154.0,9/16/2022,3.6,Debit Card,98.0,7.0
4420,Tunic,154.0,5/23/2022,4.2,Credit Card,124.0,6.0
3146,Leggings,154.0,8/25/2022,3.8,Debit Card,121.0,7.0
4331,Handbag,154.0,11/28/2022,1.1,Credit Card,211.0,9.0
3012,Handbag,154.0,10/19/2020,3.7,Online Payment,180.0,1.0
4934,Leggings,154.0,4/3/2020,5.0,Debit Card,76.0,5.0
3011,Tunic,154.0,9/28/2020,1.4,Online Payment,38.0,6.0
4887,Handbag,154.0,12/5/2023,3.5,Online Payment,167.0,3.0
4893,Tunic,154.0,3/7/2020,3.4,Cash,49.0,1.0
3275,Leggings,154.0,5/11/2020,1.4,Cash,88.0,5.0
4522,Tunic,154.0,5/8/2021,2.3,Cash,65.0,8.0
4989,Leggings,154.0,5/19/2022,2.6,Cash,81.0,1.0
3140,Handbag,154.0,9/16/2019,2.8,Debit Card,96.0,1.0
3425,Handbag,154.0,9/17/2020,1.7,Online Payment,59.0,8.0
4364,Handbag,154.0,1/23/2023,1.5,Online Payment,137.0,6.0
3950,Leggings,154.0,4/12/2022,4.6,Credit Card,31.0,9.0
3242,Handbag,154.0,2/18/2021,2.6,Credit Card,149.0,6.0
4240,Wallet,154.0,1/7/2023,2.4,Credit Card,49.0,3.0
3616,Tank Top,154.0,7/11/2022,2.9,Online Payment,80.0,10.0
3313,Handbag,154.0,12/2/2019,3.4,Online Payment,198.0,6.0
3639,Leggings,154.0,4/6/2019,1.6,Online Payment,112.0,6.0
4918,Leggings,154.0,8/6/2023,4.8,Online Payment,36.0,2.0
3695,Tunic,154.0,4/20/2019,1.2,Credit Card,171.0,2.0
4655,Handbag,154.0,12/21/2021,3.6,Debit Card,39.0,1.0
3993,Handbag,154.0,1/18/2019,1.1,Debit Card,221.0,8.0
4679,Tunic,154.0,10/24/2021,1.9,Online Payment,117.0,5.0
4926,Leggings,154.0,4/25/2021,5.0,Online Payment,49.0,10.0
3467,Leggings,154.0,4/28/2023,4.0,Debit Card,112.0,1.0
3116,Tunic,154.0,4/25/2023,1.6,Credit Card,67.0,6.0
3292,Tunic,154.0,4/16/2023,4.2,Credit Card,54.0,9.0
4317,Tank Top,154.0,6/23/2020,3.3,Online Payment,63.0,4.0
4001,Handbag,154.0,11/13/2020,4.4,Credit Card,158.0,3.0
4856,Handbag,154.0,12/12/2020,1.7,Cash,84.0,3.0
4204,Wallet,154.0,12/13/2020,1.4,Cash,140.0,6.0
3040,Leggings,154.0,7/8/2022,4.3,Cash,49.0,2.0
4005,Leggings,154.0,5/22/2022,1.3,Credit Card,99.0,9.0
4001,Tunic,154.0,4/6/2021,1.3,Cash,57.0,2.0
4893,Tunic,154.0,9/24/2022,3.7,Credit Card,34.0,3.0
3178,Tunic,154.0,10/21/2022,3.7,Cash,45.0,5.0
3137,Tunic,154.0,4/27/2022,1.6,Online Payment,57.0,8.0
4414,Tunic,154.0,3/2/2022,2.2,Cash,60.0,9.0
4339,Wallet,154.0,12/13/2019,1.1,Debit Card,38.0,4.0
4437,Wallet,154.0,12/11/2019,2.9,Credit Card,153.0,10.0
4395,Leggings,154.0,6/15/2020,2.8,Credit Card,66.0,3.0
3484,Tunic,154.0,10/2/2021,2.6,Debit Card,53.0,7.0
4981,Wallet,154.0,12/8/2022,4.2,Credit Card,160.0,9.0
3049,Tunic,154.0,5/7/2023,4.1,Cash,52.0,1.0
4176,Tunic,154.0,5/8/2023,4.7,Cash,75.0,3.0
3281,Leggings,154.0,6/15/2023,1.1,Debit Card,67.0,5.0
4857,Tunic,154.0,5/25/2019,2.1,Credit Card,99.0,4.0
4589,Leggings,154.0,6/16/2019,3.9,Cash,135.0,9.0
3692,Handbag,154.0,11/9/2023,3.1,Debit Card,48.0,9.0
4749,Handbag,154.0,9/9/2019,1.1,Online Payment,27.0,1.0
4168,Handbag,154.0,2/14/2022,4.9,Online Payment,88.0,5.0
3001,Leggings,154.0,7/19/2023,1.3,Online Payment,54.0,5.0
3469,Leggings,154.0,5/24/2020,3.1,Credit Card,130.0,4.0
3150,Leggings,154.0,8/21/2020,2.6,Cash,27.0,8.0
4679,Leggings,154.0,3/15/2021,2.9,Cash,26.0,2.0
3800,Handbag,154.0,9/8/2022,1.5,Credit Card,52.0,7.0
4296,Tank Top,154.0,6/5/2019,3.2,Debit Card,39.0,6.0
3080,Tank Top,154.0,6/2/2020,1.3,Credit Card,38.0,7.0
3743,Leggings,154.0,5/4/2022,2.8,Debit Card,51.0,5.0
3287,Tunic,154.0,9/19/2020,2.3,Online Payment,84.0,7.0
3683,Leggings,154.0,4/15/2023,4.6,Cash,125.0,8.0
4482,Tunic,154.0,10/8/2020,1.1,Debit Card,62.0,6.0
4438,Wallet,154.0,12/14/2020,1.8,Debit Card,97.0,8.0
3877,Tank Top,154.0,7/2/2021,2.1,Credit Card,58.0,6.0
3069,Handbag,153.0,12/6/2023,4.0,Online Payment,90.0,6.0
3680,Wallet,153.0,12/13/2019,2.9,Online Payment,136.0,5.0
3869,Tank Top,153.0,8/21/2021,2.3,Credit Card,86.0,1.0
4545,Tunic,153.0,9/2/2022,2.2,Credit Card,57.0,8.0
3993,Handbag,153.0,9/12/2019,3.7,Online Payment,76.0,3.0
4330,Handbag,153.0,1/4/2019,2.2,Cash,64.0,10.0
3031,Handbag,153.0,9/28/2020,1.2,Online Payment,29.0,5.0
3110,Wallet,153.0,1/20/2022,3.9,Credit Card,275.0,5.0
3689,Leggings,153.0,4/8/2023,3.0,Credit Card,79.0,4.0
4405,Tunic,153.0,10/7/2020,3.2,Debit Card,80.0,1.0
4179,Handbag,153.0,12/23/2020,2.3,Debit Card,141.0,4.0
4946,Leggings,153.0,6/15/2020,3.1,Cash,47.0,9.0
4932,Leggings,153.0,8/1/2019,4.6,Debit Card,107.0,3.0
3043,Tunic,153.0,9/22/2019,4.6,Cash,52.0,5.0
4759,Handbag,153.0,2/4/2020,3.4,Online Payment,75.0,1.0
4639,Wallet,153.0,1/15/2020,2.9,Online Payment,58.0,6.0
3715,Tank Top,153.0,8/21/2021,1.9,Cash,114.0,6.0
3697,Wallet,153.0,12/13/2020,4.7,Cash,107.0,9.0
3146,Wallet,153.0,12/13/2022,4.3,Debit Card,75.0,7.0
